"B11016_001E","B11016_001M","B11016_002E","B11016_002M","B11016_003E","B11016_003M","B11016_004E","B11016_004M","B11016_005E","B11016_005M","B11016_006E","B11016_006M","B11016_007E","B11016_007M","B11016_008E","B11016_008M","B11016_009E","B11016_009M","B11016_010E","B11016_010M","B11016_011E","B11016_011M","B11016_012E","B11016_012M","B11016_013E","B11016_013M","B11016_014E","B11016_014M","B11016_015E","B11016_015M","B11016_016E","B11016_016M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Family households:","Margin of Error!!Total:!!Family households:","Estimate!!Total:!!Family households:!!2-person household","Margin of Error!!Total:!!Family households:!!2-person household","Estimate!!Total:!!Family households:!!3-person household","Margin of Error!!Total:!!Family households:!!3-person household","Estimate!!Total:!!Family households:!!4-person household","Margin of Error!!Total:!!Family households:!!4-person household","Estimate!!Total:!!Family households:!!5-person household","Margin of Error!!Total:!!Family households:!!5-person household","Estimate!!Total:!!Family households:!!6-person household","Margin of Error!!Total:!!Family households:!!6-person household","Estimate!!Total:!!Family households:!!7-or-more person household","Margin of Error!!Total:!!Family households:!!7-or-more person household","Estimate!!Total:!!Nonfamily households:","Margin of Error!!Total:!!Nonfamily households:","Estimate!!Total:!!Nonfamily households:!!1-person household","Margin of Error!!Total:!!Nonfamily households:!!1-person household","Estimate!!Total:!!Nonfamily households:!!2-person household","Margin of Error!!Total:!!Nonfamily households:!!2-person household","Estimate!!Total:!!Nonfamily households:!!3-person household","Margin of Error!!Total:!!Nonfamily households:!!3-person household","Estimate!!Total:!!Nonfamily households:!!4-person household","Margin of Error!!Total:!!Nonfamily households:!!4-person household","Estimate!!Total:!!Nonfamily households:!!5-person household","Margin of Error!!Total:!!Nonfamily households:!!5-person household","Estimate!!Total:!!Nonfamily households:!!6-person household","Margin of Error!!Total:!!Nonfamily households:!!6-person household","Estimate!!Total:!!Nonfamily households:!!7-or-more person household","Margin of Error!!Total:!!Nonfamily households:!!7-or-more person household","id","Geographic Area Name"
"2261","173","1436","199","581","197","554","171","202","117","99","72","0","17","0","17","825","170","780","168","15","25","30","49","0","17","0","17","0","17","0","17","1400000US36047035900","Census Tract 359, Kings County, New York"
"1732","72","900","130","609","130","170","77","68","44","37","34","16","27","0","12","832","134","800","137","31","36","1","4","0","12","0","12","0","12","0","12","1400000US36047036001","Census Tract 360.01, Kings County, New York"
"2047","124","863","177","482","187","121","99","111","108","14","22","135","81","0","12","1184","174","1043","188","91","90","37","59","13","21","0","12","0","12","0","12","1400000US36047036002","Census Tract 360.02, Kings County, New York"
"1152","79","511","101","161","84","192","71","109","52","19","25","18","30","12","18","641","114","584","114","27","26","10","20","20","31","0","12","0","12","0","12","1400000US36047036100","Census Tract 361, Kings County, New York"
"1335","102","958","116","347","113","218","93","198","74","60","48","61","46","74","61","377","111","308","101","48","46","21","33","0","12","0","12","0","12","0","12","1400000US36047036200","Census Tract 362, Kings County, New York"
"1899","130","1297","175","511","150","376","142","193","89","88","63","76","70","53","57","602","133","561","135","11","19","0","17","30","49","0","17","0","17","0","17","1400000US36047036300","Census Tract 363, Kings County, New York"
"899","64","609","81","207","66","140","50","168","55","64","31","26","23","4","6","290","73","199","61","74","41","17","24","0","12","0","12","0","12","0","12","1400000US36047036400","Census Tract 364, Kings County, New York"
"1296","79","793","158","262","120","214","110","119","91","114","72","18","30","66","84","503","147","494","147","0","12","9","14","0","12","0","12","0","12","0","12","1400000US36047036501","Census Tract 365.01, Kings County, New York"
"509","61","294","68","106","59","69","38","74","40","33","34","0","12","12","17","215","56","207","55","8","13","0","12","0","12","0","12","0","12","0","12","1400000US36047036502","Census Tract 365.02, Kings County, New York"
"1343","98","928","114","275","91","214","79","185","87","98","52","84","51","72","46","415","101","357","93","37","34","13","21","0","12","0","12","8","13","0","12","1400000US36047036600","Census Tract 366, Kings County, New York"
"515","42","310","62","102","56","95","42","78","44","12","16","23","23","0","12","205","57","180","60","25","31","0","12","0","12","0","12","0","12","0","12","1400000US36047036700","Census Tract 367, Kings County, New York"
"2167","139","1179","192","348","109","359","134","209","115","162","113","40","56","61","51","988","190","711","177","172","92","62","56","14","24","29","35","0","17","0","17","1400000US36047036900","Census Tract 369, Kings County, New York"
"1481","111","1161","124","414","106","263","90","311","91","102","49","24","22","47","24","320","90","286","90","34","35","0","12","0","12","0","12","0","12","0","12","1400000US36047037000","Census Tract 370, Kings County, New York"
"1720","102","1095","127","372","109","316","108","222","81","115","71","23","30","47","45","625","132","466","121","68","51","75","59","16","25","0","12","0","12","0","12","1400000US36047037100","Census Tract 371, Kings County, New York"
"1706","104","757","129","293","108","155","74","155","73","81","64","32","36","41","40","949","131","529","114","240","84","88","61","35","39","44","50","0","12","13","23","1400000US36047037300","Census Tract 373, Kings County, New York"
"1881","103","1163","148","566","136","180","78","319","116","71","42","4","9","23","16","718","132","623","121","95","77","0","12","0","12","0","12","0","12","0","12","1400000US36047037401","Census Tract 374.01, Kings County, New York"
"2121","134","1226","213","502","180","289","160","243","158","133","100","35","50","24","38","895","222","779","211","103","105","0","12","13","21","0","12","0","12","0","12","1400000US36047037402","Census Tract 374.02, Kings County, New York"
"1351","119","698","129","290","104","197","91","168","90","13","19","18","24","12","25","653","122","415","106","157","76","58","39","13","21","10","15","0","12","0","12","1400000US36047037500","Census Tract 375, Kings County, New York"
"1709","106","990","140","351","117","245","93","231","89","90","60","65","46","8","13","719","127","502","136","145","69","46","51","26","32","0","12","0","12","0","12","1400000US36047037700","Census Tract 377, Kings County, New York"
"1686","92","1091","144","368","109","331","120","289","109","19","29","62","42","22","22","595","132","428","124","55","41","72","61","40","36","0","12","0","12","0","12","1400000US36047037900","Census Tract 379, Kings County, New York"
"2254","112","1370","191","586","160","468","144","195","94","84","59","17","26","20","31","884","157","632","157","178","79","43","42","31","31","0","17","0","17","0","17","1400000US36047038100","Census Tract 381, Kings County, New York"
"2196","115","1515","211","660","196","418","176","178","98","135","74","56","56","68","51","681","195","635","190","46","73","0","17","0","17","0","17","0","17","0","17","1400000US36047038200","Census Tract 382, Kings County, New York"
"1727","120","994","160","354","129","186","90","196","88","156","65","70","69","32","37","733","160","455","126","227","118","31","34","9","14","11","17","0","12","0","12","1400000US36047038300","Census Tract 383, Kings County, New York"
"1378","142","781","153","276","104","105","66","227","105","107","55","12","17","54","58","597","137","355","104","155","71","5","12","61","64","21","30","0","12","0","12","1400000US36047038500","Census Tract 385, Kings County, New York"
"1082","134","901","130","245","94","178","60","147","62","190","118","141","68","0","12","181","74","164","70","17","19","0","12","0","12","0","12","0","12","0","12","1400000US36047038600","Census Tract 386, Kings County, New York"
"1467","122","841","121","426","119","170","88","71","56","113","71","38","31","23","29","626","124","399","122","149","74","33","32","45","39","0","12","0","12","0","12","1400000US36047038700","Census Tract 387, Kings County, New York"
"1604","69","1058","140","305","110","416","130","204","104","69","51","31","26","33","30","546","126","528","127","10","15","8","13","0","12","0","12","0","12","0","12","1400000US36047038800","Census Tract 388, Kings County, New York"
"1138","89","517","117","208","84","88","62","85","55","90","67","42","41","4","11","621","121","367","124","129","63","66","46","40","37","19","20","0","12","0","12","1400000US36047038900","Census Tract 389, Kings County, New York"
"763","73","579","78","190","60","92","42","107","47","70","35","79","53","41","32","184","61","171","59","13","20","0","12","0","12","0","12","0","12","0","12","1400000US36047039000","Census Tract 390, Kings County, New York"
"1371","97","517","151","195","128","133","79","48","61","89","89","36","58","16","25","854","136","450","123","280","93","87","46","26","28","0","12","11","17","0","12","1400000US36047039100","Census Tract 391, Kings County, New York"
"1066","72","741","106","251","94","240","101","68","56","93","53","89","86","0","12","325","92","286","92","39","29","0","12","0","12","0","12","0","12","0","12","1400000US36047039200","Census Tract 392, Kings County, New York"
"1487","113","604","117","301","104","114","66","55","54","30","46","37","35","67","47","883","121","516","145","168","65","80","45","45","39","47","45","0","12","27","43","1400000US36047039300","Census Tract 393, Kings County, New York"
"697","63","545","79","174","59","66","36","116","54","66","48","71","46","52","34","152","54","145","55","7","11","0","12","0","12","0","12","0","12","0","12","1400000US36047039400","Census Tract 394, Kings County, New York"
"1290","115","689","146","211","114","178","96","95","50","135","89","20","26","50","54","601","116","295","100","158","88","110","60","25","29","13","19","0","12","0","12","1400000US36047039500","Census Tract 395, Kings County, New York"
"666","90","509","85","164","61","106","59","86","53","113","68","34","23","6","9","157","68","130","60","27","34","0","12","0","12","0","12","0","12","0","12","1400000US36047039600","Census Tract 396, Kings County, New York"
"1374","102","762","128","240","97","228","93","145","76","107","69","30","32","12","19","612","123","442","107","89","60","46","44","35","32","0","12","0","12","0","12","1400000US36047039700","Census Tract 397, Kings County, New York"
"842","60","698","84","179","61","184","67","104","50","120","62","51","31","60","46","144","58","101","45","43","36","0","12","0","12","0","12","0","12","0","12","1400000US36047039800","Census Tract 398, Kings County, New York"
"1449","104","646","131","119","74","170","94","79","64","142","90","118","68","18","27","803","136","554","126","162","90","49","37","38","35","0","12","0","12","0","12","1400000US36047039900","Census Tract 399, Kings County, New York"
"1058","70","788","97","223","73","244","96","149","61","138","60","16","26","18","15","270","85","232","83","22","20","16","18","0","12","0","12","0","12","0","12","1400000US36047040000","Census Tract 400, Kings County, New York"
"1120","110","479","112","169","78","153","80","66","48","42","34","14","27","35","55","641","142","357","136","110","53","87","51","44","40","22","22","21","31","0","12","1400000US36047040100","Census Tract 401, Kings County, New York"
"955","55","750","64","202","65","188","66","194","47","83","43","63","36","20","21","205","63","174","54","31","30","0","12","0","12","0","12","0","12","0","12","1400000US36047040200","Census Tract 402, Kings County, New York"
"1295","105","721","123","300","102","187","93","56","52","64","54","59","73","55","56","574","108","354","104","179","74","20","22","21","36","0","12","0","12","0","12","1400000US36047040300","Census Tract 403, Kings County, New York"
"838","66","615","70","185","58","145","46","166","54","84","38","10","10","25","21","223","67","177","64","20","24","17","17","0","12","9","13","0","12","0","12","1400000US36047040400","Census Tract 404, Kings County, New York"
"613","65","284","81","88","55","67","40","98","63","11","15","0","12","20","26","329","77","207","74","90","51","15","25","17","28","0","12","0","12","0","12","1400000US36047040500","Census Tract 405, Kings County, New York"
"1151","88","856","106","211","77","131","66","271","100","137","61","29","34","77","36","295","95","228","77","30","30","37","47","0","12","0","12","0","12","0","12","1400000US36047040600","Census Tract 406, Kings County, New York"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36047040700","Census Tract 407, Kings County, New York"
"1118","107","891","135","199","76","239","117","188","91","170","98","28","16","67","79","227","94","167","86","41","42","19","30","0","12","0","12","0","12","0","12","1400000US36047040800","Census Tract 408, Kings County, New York"
"1330","81","857","167","315","141","179","87","126","79","200","110","15","23","22","36","473","153","186","96","209","121","38","45","34","54","6","10","0","12","0","12","1400000US36047040900","Census Tract 409, Kings County, New York"
"694","59","467","65","159","63","104","46","76","34","27","20","71","35","30","30","227","62","175","55","31","26","21","25","0","12","0","12","0","12","0","12","1400000US36047041000","Census Tract 410, Kings County, New York"
"1178","102","539","135","205","94","105","75","72","55","78","60","36","38","43","33","639","132","418","129","80","48","107","65","34","41","0","12","0","12","0","12","1400000US36047041100","Census Tract 411, Kings County, New York"
"1069","71","787","90","199","72","219","83","153","81","176","63","8","12","32","30","282","85","231","79","21","24","7","11","23","38","0","12","0","12","0","12","1400000US36047041200","Census Tract 412, Kings County, New York"
"1343","89","868","119","221","95","215","94","260","116","71","48","60","48","41","47","475","112","319","97","30","30","30","29","90","68","6","15","0","12","0","12","1400000US36047041300","Census Tract 413, Kings County, New York"
"478","56","364","65","151","54","73","45","4","6","19","15","76","61","41","44","114","43","100","40","14","22","0","12","0","12","0","12","0","12","0","12","1400000US36047041401","Census Tract 414.01, Kings County, New York"
"683","54","516","57","213","55","158","74","39","32","73","46","21","21","12","20","167","46","143","46","24","19","0","12","0","12","0","12","0","12","0","12","1400000US36047041402","Census Tract 414.02, Kings County, New York"
"1331","87","923","139","182","91","272","102","176","107","152","88","83","61","58","41","408","117","288","119","41","44","56","48","18","29","5","8","0","12","0","12","1400000US36047041500","Census Tract 415, Kings County, New York"
"727","52","552","70","167","61","102","51","117","46","74","44","39","29","53","41","175","55","152","55","23","24","0","12","0","12","0","12","0","12","0","12","1400000US36047041600","Census Tract 416, Kings County, New York"
"1376","101","769","125","348","118","212","87","114","77","75","72","14","21","6","20","607","127","459","137","120","58","28","36","0","12","0","12","0","12","0","12","1400000US36047041700","Census Tract 417, Kings County, New York"
"855","60","630","83","193","55","99","48","86","54","73","46","76","55","103","56","225","64","193","68","32","29","0","12","0","12","0","12","0","12","0","12","1400000US36047041800","Census Tract 418, Kings County, New York"
"1297","108","822","125","240","103","266","115","137","74","120","79","34","44","25","31","475","113","301","107","99","58","54","33","21","31","0","12","0","12","0","12","1400000US36047041900","Census Tract 419, Kings County, New York"
"532","43","434","52","154","47","105","35","7","11","40","26","80","39","48","31","98","36","72","33","26","21","0","12","0","12","0","12","0","12","0","12","1400000US36047042000","Census Tract 420, Kings County, New York"
"1436","95","726","150","147","68","215","122","142","85","97","63","30","31","95","58","710","117","433","117","147","62","89","49","26","34","15","19","0","12","0","12","1400000US36047042100","Census Tract 421, Kings County, New York"
"1067","96","888","97","280","87","169","91","197","85","153","73","74","51","15","22","179","94","141","85","13","19","0","12","25","40","0","12","0","12","0","12","1400000US36047042200","Census Tract 422, Kings County, New York"
"1350","88","721","124","318","116","128","62","117","72","88","62","35","39","35","41","629","127","229","89","236","88","100","64","32","32","32","50","0","12","0","12","1400000US36047042300","Census Tract 423, Kings County, New York"
"1187","132","809","129","193","72","172","68","191","93","181","84","25","22","47","56","378","105","297","97","81","59","0","12","0","12","0","12","0","12","0","12","1400000US36047042400","Census Tract 424, Kings County, New York"
"1111","64","558","85","173","79","123","84","101","86","80","82","81","63","0","12","553","86","162","72","156","66","119","56","116","68","0","12","0","12","0","12","1400000US36047042500","Census Tract 425, Kings County, New York"
"1553","66","1129","100","348","87","340","93","285","77","97","58","15","29","44","50","424","84","333","92","56","45","25","41","0","12","10","16","0","12","0","12","1400000US36047042600","Census Tract 426, Kings County, New York"
"1761","99","848","145","232","91","260","115","152","74","126","75","9","15","69","50","913","144","435","118","204","66","212","78","62","41","0","12","0","12","0","12","1400000US36047042700","Census Tract 427, Kings County, New York"
"1504","91","986","119","365","111","214","88","284","83","97","60","13","17","13","15","518","127","428","120","65","49","25","39","0","12","0","12","0","12","0","12","1400000US36047042800","Census Tract 428, Kings County, New York"
"1867","115","1048","163","253","108","307","123","233","102","161","94","28","31","66","59","819","130","338","90","309","105","104","60","56","40","12","18","0","17","0","17","1400000US36047042900","Census Tract 429, Kings County, New York"
"1191","110","802","120","249","90","133","73","268","104","84","47","56","46","12","18","389","108","306","101","83","62","0","12","0","12","0","12","0","12","0","12","1400000US36047043000","Census Tract 430, Kings County, New York"
"1765","89","628","139","173","83","124","69","102","72","91","68","53","77","85","65","1137","146","446","135","410","138","219","86","46","34","8","12","0","12","8","12","1400000US36047043100","Census Tract 431, Kings County, New York"
"1436","87","1036","102","261","76","220","85","299","91","211","95","45","31","0","12","400","94","313","80","19","23","0","12","68","65","0","12","0","12","0","12","1400000US36047043200","Census Tract 432, Kings County, New York"
"1274","113","713","123","204","109","229","82","138","83","13","22","68","64","61","55","561","130","382","105","55","47","56","61","54","45","14","24","0","12","0","12","1400000US36047043300","Census Tract 433, Kings County, New York"
"1265","78","971","108","339","98","290","87","170","73","131","85","11","19","30","40","294","95","255","81","31","40","0","12","0","12","8","13","0","12","0","12","1400000US36047043400","Census Tract 434, Kings County, New York"
"1502","91","1164","130","238","95","421","141","167","85","173","95","77","73","88","59","338","114","198","93","42","40","74","54","13","20","0","17","11","19","0","17","1400000US36047043500","Census Tract 435, Kings County, New York"
"1611","80","1257","132","364","137","207","89","396","164","195","102","36","33","59","49","354","103","276","99","70","54","0","17","8","13","0","17","0","17","0","17","1400000US36047043600","Census Tract 436, Kings County, New York"
"1874","100","871","142","250","118","239","104","178","100","36","42","35","43","133","77","1003","149","489","143","225","98","170","91","89","68","10","16","0","17","20","32","1400000US36047043700","Census Tract 437, Kings County, New York"
"960","75","640","65","240","55","167","53","84","42","53","30","59","26","37","26","320","61","292","61","5","8","10","17","0","12","13","19","0","12","0","12","1400000US36047043800","Census Tract 438, Kings County, New York"
"1268","85","815","125","268","101","206","89","180","74","81","58","54","66","26","23","453","121","342","121","38","35","57","42","16","25","0","12","0","12","0","12","1400000US36047043900","Census Tract 439, Kings County, New York"
"879","73","643","86","197","60","112","49","123","47","74","39","79","42","58","35","236","63","217","60","16","16","0","12","3","5","0","12","0","12","0","12","1400000US36047044000","Census Tract 440, Kings County, New York"
"1948","99","943","150","348","115","282","106","216","89","37","46","12","19","48","42","1005","145","511","122","206","86","158","73","42","45","75","71","13","21","0","17","1400000US36047044100","Census Tract 441, Kings County, New York"
"867","77","653","92","217","69","118","62","75","40","94","52","54","37","95","60","214","75","195","73","12","12","7","10","0","12","0","12","0","12","0","12","1400000US36047044200","Census Tract 442, Kings County, New York"
"1914","101","993","182","399","133","135","67","368","120","91","82","0","12","0","12","921","175","569","126","199","78","127","87","23","37","3","8","0","12","0","12","1400000US36047044300","Census Tract 443, Kings County, New York"
"1209","82","813","122","263","80","84","53","185","100","164","103","50","46","67","50","396","104","396","104","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36047044400","Census Tract 444, Kings County, New York"
"1667","71","1071","147","310","99","289","106","235","121","135","72","79","76","23","36","596","131","309","99","210","85","77","58","0","12","0","12","0","12","0","12","1400000US36047044500","Census Tract 445, Kings County, New York"
"583","54","482","59","121","49","102","43","139","56","38","22","22","18","60","37","101","44","64","40","19","22","0","12","0","12","18","30","0","12","0","12","1400000US36047044600","Census Tract 446, Kings County, New York"
"831","58","410","70","85","47","187","70","108","66","26","30","0","12","4","15","421","82","276","78","87","49","28","24","30","33","0","12","0","12","0","12","1400000US36047044700","Census Tract 447, Kings County, New York"
"654","58","324","54","134","42","35","23","50","31","10","11","40","28","55","25","330","56","312","58","12","14","0","12","6","8","0","12","0","12","0","12","1400000US36047044800","Census Tract 448, Kings County, New York"
"1156","72","842","104","481","158","206","97","59","56","0","12","29","47","67","90","314","107","209","89","101","71","0","12","0","12","0","12","0","12","4","7","1400000US36047044900","Census Tract 449, Kings County, New York"
"170","58","121","49","37","27","22","16","7","10","0","12","22","16","33","30","49","32","43","31","6","8","0","12","0","12","0","12","0","12","0","12","1400000US36047045000","Census Tract 450, Kings County, New York"
"767","85","592","83","254","67","68","28","51","42","79","44","58","40","82","43","175","56","175","56","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36047045200","Census Tract 452, Kings County, New York"
"683","46","274","67","81","45","70","45","101","85","0","12","22","21","0","12","409","63","167","56","151","57","81","45","10","15","0","12","0","12","0","12","1400000US36047045300","Census Tract 453, Kings County, New York"
"534","64","378","67","152","48","49","39","49","42","18","18","50","34","60","34","156","54","138","56","18","17","0","12","0","12","0","12","0","12","0","12","1400000US36047045400","Census Tract 454, Kings County, New York"
"717","67","492","78","175","62","60","31","60","43","119","56","49","39","29","38","225","61","214","60","11","13","0","12","0","12","0","12","0","12","0","12","1400000US36047045600","Census Tract 456, Kings County, New York"
"490","58","314","46","120","43","61","30","53","40","22","22","58","39","0","12","176","52","138","44","38","28","0","12","0","12","0","12","0","12","0","12","1400000US36047045800","Census Tract 458, Kings County, New York"
"1169","65","787","101","285","82","203","83","134","63","68","34","66","50","31","26","382","101","360","96","0","12","22","35","0","12","0","12","0","12","0","12","1400000US36047046000","Census Tract 460, Kings County, New York"
"983","94","414","88","129","57","87","45","81","51","31","44","38","23","48","34","569","112","552","107","17","20","0","12","0","12","0","12","0","12","0","12","1400000US36047046201","Census Tract 462.01, Kings County, New York"
"596","58","423","66","139","45","53","28","72","30","47","28","61","44","51","36","173","51","167","50","6","9","0","12","0","12","0","12","0","12","0","12","1400000US36047046202","Census Tract 462.02, Kings County, New York"
"608","52","508","52","112","42","89","37","52","30","58","34","51","31","146","45","100","43","95","43","0","12","0","12","5","7","0","12","0","12","0","12","1400000US36047046400","Census Tract 464, Kings County, New York"
"457","66","413","71","71","43","77","52","15","18","52","47","123","74","75","41","44","29","35","24","0","12","0","12","9","15","0","12","0","12","0","12","1400000US36047046800","Census Tract 468, Kings County, New York"
"639","63","567","71","157","50","103","43","62","45","53","38","81","46","111","52","72","40","66","39","6","9","0","12","0","12","0","12","0","12","0","12","1400000US36047047000","Census Tract 470, Kings County, New York"
"605","65","516","62","118","46","66","36","35","20","66","43","79","51","152","56","89","41","78","40","5","8","6","10","0","12","0","12","0","12","0","12","1400000US36047047200","Census Tract 472, Kings County, New York"
"671","60","561","60","200","49","89","41","83","35","57","39","51","33","81","43","110","41","110","41","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36047047400","Census Tract 474, Kings County, New York"
"931","74","746","87","314","72","92","74","30","31","28","45","138","47","144","68","185","66","176","66","9","14","0","12","0","12","0","12","0","12","0","12","1400000US36047047600","Census Tract 476, Kings County, New York"
"1775","111","772","136","453","120","208","83","92","42","8","12","0","12","11","17","1003","119","515","123","304","94","124","63","52","46","8","13","0","12","0","12","1400000US36047047700","Census Tract 477, Kings County, New York"
"1037","100","787","122","260","103","119","76","113","66","75","56","80","58","140","60","250","106","152","66","54","64","39","61","5","12","0","12","0","12","0","12","1400000US36047047800","Census Tract 478, Kings County, New York"
